date,song,artist,rank,last_week,peak_position,weeks_in_charts,image_url
2000-01-26,Say My Name,Destiny's Child,13,16,13,6,https://charts-static.billboard.com/img/1999/11/destinys-child-xry-saymyname-dvd-180x180.jpg
2000-01-26,Amazed,Lonestar,14,17,14,26,#
2000-01-26,Get It On Tonite,Montell Jordan,15,15,15,15,#
2000-01-26,Show Me The Meaning Of Being Lonely,Backstreet Boys,16,25,16,5,#
2000-01-26,U Know What's Up,Donell Jones,17,13,7,19,#
2000-01-26,He Can't Love U,Jagged Edge,18,18,15,8,#
2000-01-26,Take A Picture,Filter,19,21,19,10,#
2000-01-26,Learn To Fly,Foo Fighters,20,19,19,16,https://charts-static.billboard.com/img/1999/10/foo-fighters-a9c-learntofly-cn2-180x180.jpg
2000-01-26,Meet Virginia,Train,21,20,20,17,https://charts-static.billboard.com/img/1999/04/train-z35-106x106.jpg
2000-01-26,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,22,26,22,8,#
2000-01-26,Breathe,Faith Hill,23,23,23,13,#
2000-01-26,Waiting For Tonight,Jennifer Lopez,24,14,8,16,https://charts-static.billboard.com/img/1999/09/jennifer-lopez-0nn-waitingfortonight-dra-180x180.jpg
2000-01-26,Big Deal,LeAnn Rimes,25,27,23,16,#
2000-01-26,All The Small Things,blink-182,26,35,26,9,https://charts-static.billboard.com/img/1999/08/blink-182-2pa-allthesmallthings-rny-180x180.jpg
2000-01-26,Cowboy Take Me Away,Dixie Chicks,27,31,27,10,#
2000-01-26,Hanginaround,Counting Crows,28,29,28,13,#
2000-01-26,My Best Friend,Tim McGraw,29,38,29,10,#
2000-01-26,Where My Girls At?,702,30,34,4,40,#
2000-01-26,What Do You Say,Reba,31,33,31,14,#
2000-01-26,Never Let You Go,Third Eye Blind,32,65,32,2,#
2000-01-26,Black Balloon,Goo Goo Dolls,33,39,16,30,#
2000-01-26,Girl On TV,LFO,34,22,10,11,#
2000-01-26,24/7,Kevon Edmonds,35,24,10,13,#
2000-01-26,Unpretty,TLC,36,36,1,32,#
2000-01-26,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,37,28,19,30,https://charts-static.billboard.com/img/1999/05/juvenile-z23-backthatthangup-ydh-180x180.jpg
2000-01-26,Rhythm Divine,Enrique Iglesias,38,32,32,9,#
2000-01-26,Steal My Sunshine,Len,39,30,9,25,https://charts-static.billboard.com/img/1999/05/len-1n7-stealmysunshine-f8d-180x180.jpg
2000-01-26,Someday,Sugar Ray,40,37,7,31,#
2000-01-26,I Wanna Know,Joe,41,50,41,5,#
2000-01-26,Bye Bye Bye,*NSYNC,42,42,1,-,https://charts-static.billboard.com/img/2000/01/n-sync-3cz-byebyebye-ab8-180x180.jpg
2000-01-26,Got To Get It,Sisqo Featuring Make It Hot,43,40,40,11,#
2000-01-26,Smile,Lonestar,44,47,44,7,#
2000-01-26,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,45,46,35,9,https://charts-static.billboard.com/img/1999/10/ice-cube-ze3-youcandoit-azy-180x180.jpg
2000-01-26,Love Is Blind,Eve Featuring Faith Evans,46,57,46,4,#
2000-01-26,Pop A Top,Alan Jackson,47,43,43,12,#
2000-01-26,None Of Ur Friends Business,Ginuwine,48,48,48,8,#
2000-01-26,Sexual (Li Da Di),Amber,49,58,49,25,#
2000-01-26,He Didn't Have To Be,Brad Paisley,50,41,30,15,#
2000-01-26,Back At One,Mark Wills,51,55,51,3,#
2000-01-26,It Feels So Good,Sonique,52,67,52,2,#
2000-01-26,Got Your Money,Ol' Dirty Bastard Featuring Kelis,53,45,33,15,#
2000-01-26,Falls Apart,Sugar Ray,54,64,54,3,#
2000-01-26,Forgot About Dre,Dr. Dre Featuring Eminem,55,75,55,2,https://charts-static.billboard.com/img/1999/11/dr-dre-gbs-forgotaboutdre-5d2-180x180.jpg
2000-01-26,Untitled (How Does It Feel),D'Angelo,56,77,56,2,https://charts-static.billboard.com/img/2000/01/dangelo-5uf-untitledhowdoesitfeel-gd3-180x180.jpg
2000-01-26,The Great Beyond,R.E.M.,57,60,57,6,#
2000-01-26,Dancin',Guy,58,44,19,7,#
2000-01-26,If You Love Me,Mint Condition,59,51,30,13,#
2000-01-26,No More Rain (In This Cloud),Angie Stone,60,56,56,6,https://charts-static.billboard.com/img/1999/09/angie-stone-zbz-nomoreraininthiscloud-u61-180x180.jpg
2000-01-26,Everything You Want,Vertical Horizon,61,70,61,2,#
2000-01-26,One Night Stand,J-Shin Featuring LaTocha Scott,62,72,62,6,#
2000-01-26,When I Said I Do,Clint Black,63,49,31,16,#
2000-01-26,G'd Up,Snoop Dogg Presents Tha Eastsidaz,64,89,64,4,https://charts-static.billboard.com/img/1999/12/tha-eastsidaz-ypt-180x180.jpg
2000-01-26,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,65,68,65,3,#
2000-01-26,Satisfy You,Puff Daddy Featuring R. Kelly,66,52,2,19,#
2000-01-26,Deep Inside,Mary J. Blige,67,63,63,12,#
2000-01-26,Caught Out There,Kelis,68,59,54,9,#
2000-01-26,What's My Name,DMX,69,76,69,3,https://charts-static.billboard.com/img/1999/12/dmx-kb0-whatsmyname-g57-180x180.jpg
2000-01-26,Stay The Night,IMx,70,62,23,17,#
2000-01-26,Breathe And Stop,Q-Tip,71,71,71,2,#
2000-01-26,Angels,Robbie Williams,72,53,53,11,https://charts-static.billboard.com/img/1999/10/robbie-williams-m63-angels-vge-180x180.jpg
2000-01-26,The Best Day,George Strait,73,73,1,-,#
2000-01-26,Thong Song,Sisqo,74,74,1,-,#
2000-01-26,Tricky; Tricky,Lou Bega,75,75,1,-,#
2000-01-26,From The Bottom Of My Broken Heart,Britney Spears,76,76,1,-,#
2000-01-26,How Do You Like Me Now?!,Toby Keith,77,77,1,-,https://charts-static.billboard.com/img/1999/11/toby-keith-r76-howdoyoulikemenowX-0d5-180x180.jpg
2000-01-26,Smoke Rings In The Dark,Gary Allan,78,80,78,2,#
2000-01-26,Live; Laugh; Love,Clay Walker,79,74,74,9,#
2000-01-26,Lessons Learned,Tracy Lawrence,80,80,1,-,#
2000-01-26,Put Your Hand In Mine,Tracy Byrd,81,81,1,-,#
2000-01-26,The Chemicals Between Us,Bush,82,85,67,18,#
2000-01-26,Because You Love Me,Jo Dee Messina,83,83,1,-,#
2000-01-26,I Don't Wanna,Aaliyah,84,84,1,-,#
2000-01-26,I Like It,Sammie,85,85,1,-,#
2000-01-26,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,86,81,72,9,#
2000-01-26,4; 5; 6,Sole Featuring JT Money & Kandi,87,69,21,14,https://charts-static.billboard.com/img/1999/09/sole-3xs-106x106.jpg
2000-01-26,All Things Considered,Yankee Grey,88,73,55,20,#
2000-01-26,Home To You,John Michael Montgomery,89,78,45,18,#
2000-01-26,N 2 Gether Now,Limp Bizkit Featuring Method Man,90,86,73,9,#
2000-01-26,Shake Your Bon-Bon,Ricky Martin,91,54,39,11,#
2000-01-26,Re-arranged,Limp Bizkit,92,96,90,9,#
2000-01-26,The Quittin' Kind,Joe Diffie,93,90,90,5,#
2000-01-26,The Best Man I Can Be,Ginuwine| R.L.| Tyrese| Case,94,83,83,4,#
2000-01-26,Guerrilla Radio,Rage Against The Machine,95,93,69,14,#
2000-01-26,Bug A Boo,Destiny's Child,96,88,33,19,#
2000-01-26,L.A. Song,Beth Hart,97,99,90,10,#
2000-01-26,Don't Say You Love Me,M2M,98,92,21,11,#
2000-01-26,(You Drive Me) Crazy,Britney Spears,99,87,10,20,https://charts-static.billboard.com/img/1999/09/britney-spears-l78-youdrivemecrazy-1t1-180x180.jpg
2000-01-26,She Thinks My Tractor's Sexy,Kenny Chesney,100,84,74,11,#
2000-02-02,I Knew I Loved You,Savage Garden,1,1,1,16,#
2000-02-02,What A Girl Wants,Christina Aguilera,2,2,1,11,#
2000-02-02,Smooth,Santana Featuring Rob Thomas,3,3,1,28,#
2000-02-02,Back At One,Brian McKnight,4,4,2,24,https://charts-static.billboard.com/img/1999/08/brian-mcknight-uld-backatone-nl9-180x180.jpg
2000-02-02,Get It On Tonite,Montell Jordan,5,15,5,16,#
2000-02-02,Bring It All To Me,Blaque,6,5,5,16,#
2000-02-02,Blue (Da Ba Dee),Eiffel 65,7,6,6,9,https://charts-static.billboard.com/img/1999/12/eiffel-65-zmu-bluedabadee-dn0-180x180.jpg
2000-02-02,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS| EVE & Q-Tip",8,7,5,11,#
2000-02-02,That's The Way It Is,Celine Dion,9,8,8,13,#
2000-02-02,I Need To Know,Marc Anthony,10,9,3,22,#
2000-02-02,My Love Is Your Love,Whitney Houston,11,10,4,23,#
2000-02-02,Take A Picture,Filter,12,19,12,11,#
2000-02-02,Then The Morning Comes,Smash Mouth,13,11,11,15,https://charts-static.billboard.com/img/1999/10/smash-mouth-0k0-thenthemorningcomes-949-180x180.jpg
2000-02-02,Show Me The Meaning Of Being Lonely,Backstreet Boys,14,16,14,6,#
2000-02-02,All The Small Things,blink-182,15,26,15,10,https://charts-static.billboard.com/img/1999/08/blink-182-2pa-allthesmallthings-rny-180x180.jpg
2000-02-02,Say My Name,Destiny's Child,16,13,13,7,https://charts-static.billboard.com/img/1999/11/destinys-child-xry-saymyname-dvd-180x180.jpg
2000-02-02,Amazed,Lonestar,17,14,14,27,#
2000-02-02,He Can't Love U,Jagged Edge,18,18,15,9,#
2000-02-02,I Wanna Love You Forever,Jessica Simpson,19,12,3,17,#
2000-02-02,Bye Bye Bye,*NSYNC,20,42,20,2,https://charts-static.billboard.com/img/2000/01/n-sync-3cz-byebyebye-ab8-180x180.jpg
2000-02-02,Breathe,Faith Hill,21,23,21,14,#
2000-02-02,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,22,22,22,9,#
2000-02-02,U Know What's Up,Donell Jones,23,17,7,20,#
2000-02-02,Meet Virginia,Train,24,21,20,18,https://charts-static.billboard.com/img/1999/04/train-z35-106x106.jpg
2000-02-02,Never Let You Go,Third Eye Blind,25,32,25,3,#
2000-02-02,Learn To Fly,Foo Fighters,26,20,19,17,https://charts-static.billboard.com/img/1999/10/foo-fighters-a9c-learntofly-cn2-180x180.jpg
2000-02-02,Cowboy Take Me Away,Dixie Chicks,27,27,27,11,#
2000-02-02,Shake Your Bon-Bon,Ricky Martin,28,91,28,12,#
2000-02-02,My Best Friend,Tim McGraw,29,29,29,11,#
2000-02-02,It Feels So Good,Sonique,30,52,30,3,#
2000-02-02,Big Deal,LeAnn Rimes,31,25,23,17,#
2000-02-02,Hanginaround,Counting Crows,32,28,28,14,#
2000-02-02,I Wanna Know,Joe,33,41,33,6,#
2000-02-02,What Do You Say,Reba,34,31,31,15,#
2000-02-02,Untitled (How Does It Feel),D'Angelo,35,56,35,3,https://charts-static.billboard.com/img/2000/01/dangelo-5uf-untitledhowdoesitfeel-gd3-180x180.jpg
2000-02-02,Waiting For Tonight,Jennifer Lopez,36,24,8,17,https://charts-static.billboard.com/img/1999/09/jennifer-lopez-0nn-waitingfortonight-dra-180x180.jpg
2000-02-02,Black Balloon,Goo Goo Dolls,37,33,16,31,#
2000-02-02,Rhythm Divine,Enrique Iglesias,38,38,32,10,#
2000-02-02,Girl On TV,LFO,39,34,10,12,#
2000-02-02,Falls Apart,Sugar Ray,40,54,40,4,#
2000-02-02,Where My Girls At?,702,41,30,4,41,#
2000-02-02,Smile,Lonestar,42,44,42,8,#
2000-02-02,Back At One,Mark Wills,43,51,43,4,#
2000-02-02,Sexual (Li Da Di),Amber,44,49,44,26,#
2000-02-02,24/7,Kevon Edmonds,45,35,10,14,#
2000-02-02,Love Is Blind,Eve Featuring Faith Evans,46,46,46,5,#
2000-02-02,Forgot About Dre,Dr. Dre Featuring Eminem,47,55,47,3,https://charts-static.billboard.com/img/1999/11/dr-dre-gbs-forgotaboutdre-5d2-180x180.jpg
2000-02-02,None Of Ur Friends Business,Ginuwine,48,48,48,9,#
2000-02-02,One Night Stand,J-Shin Featuring LaTocha Scott,49,62,49,7,#
2000-02-02,Someday,Sugar Ray,50,40,7,32,#
2000-02-02,Got To Get It,Sisqo Featuring Make It Hot,51,43,40,12,#
2000-02-02,He Didn't Have To Be,Brad Paisley,52,50,30,16,#
2000-02-02,Everything You Want,Vertical Horizon,53,61,53,3,#
2000-02-02,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,54,45,35,10,https://charts-static.billboard.com/img/1999/10/ice-cube-ze3-youcandoit-azy-180x180.jpg
2000-02-02,Pop A Top,Alan Jackson,55,47,43,13,#
2000-02-02,No More Rain (In This Cloud),Angie Stone,56,60,56,7,https://charts-static.billboard.com/img/1999/09/angie-stone-zbz-nomoreraininthiscloud-u61-180x180.jpg
2000-02-02,G'd Up,Snoop Dogg Presents Tha Eastsidaz,57,64,57,5,https://charts-static.billboard.com/img/1999/12/tha-eastsidaz-ypt-180x180.jpg
2000-02-02,Dancin',Guy,58,58,19,8,#
2000-02-02,From The Bottom Of My Broken Heart,Britney Spears,59,76,59,2,#
2000-02-02,Got Your Money,Ol' Dirty Bastard Featuring Kelis,60,53,33,16,#
2000-02-02,The Great Beyond,R.E.M.,61,57,57,7,#
2000-02-02,I Don't Wanna,Aaliyah,62,84,62,2,#
2000-02-02,Thong Song,Sisqo,63,74,63,2,#
2000-02-02,The Best Day,George Strait,64,73,64,2,#
2000-02-02,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,65,65,65,4,#
2000-02-02,If You Love Me,Mint Condition,66,59,30,14,#
2000-02-02,Caught Out There,Kelis,67,68,54,10,#
2000-02-02,I Like It,Sammie,68,85,68,2,#
2000-02-02,What's My Name,DMX,69,69,69,4,https://charts-static.billboard.com/img/1999/12/dmx-kb0-whatsmyname-g57-180x180.jpg
2000-02-02,When I Said I Do,Clint Black,70,63,31,17,#
2000-02-02,Stay The Night,IMx,71,70,23,18,#
2000-02-02,How Do You Like Me Now?!,Toby Keith,72,77,72,2,https://charts-static.billboard.com/img/1999/11/toby-keith-r76-howdoyoulikemenowX-0d5-180x180.jpg
2000-02-02,Lessons Learned,Tracy Lawrence,73,80,73,2,#
2000-02-02,Tricky; Tricky,Lou Bega,74,75,74,2,#
2000-02-02,Deep Inside,Mary J. Blige,75,67,63,13,#
2000-02-02,Smoke Rings In The Dark,Gary Allan,76,78,76,3,#
2000-02-02,Put Your Hand In Mine,Tracy Byrd,77,81,77,2,#
2000-02-02,Because You Love Me,Jo Dee Messina,78,83,78,2,#
2000-02-02,Love's The Only House,Martina McBride,79,79,1,-,#
2000-02-02,Satisfy You,Puff Daddy Featuring R. Kelly,80,66,2,20,#
2000-02-02,Breathe And Stop,Q-Tip,81,71,71,3,#
2000-02-02,This Woman Needs,SHeDAISY,82,82,1,-,#
2000-02-02,Angels,Robbie Williams,83,72,53,12,https://charts-static.billboard.com/img/1999/10/robbie-williams-m63-angels-vge-180x180.jpg
2000-02-02,The Best Man I Can Be,Ginuwine| R.L.| Tyrese| Case,84,94,83,5,#
2000-02-02,U Understand,Juvenile,85,85,1,-,#
2000-02-02,Home To You,John Michael Montgomery,86,89,45,19,#
2000-02-02,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,87,86,72,10,#
2000-02-02,Re-arranged,Limp Bizkit,88,92,88,10,#
2000-02-02,The Chemicals Between Us,Bush,89,82,67,19,#
2000-02-02,Guerrilla Radio,Rage Against The Machine,90,95,69,15,#
2000-02-02,L.A. Song,Beth Hart,91,97,90,11,#
2000-02-02,Live; Laugh; Love,Clay Walker,92,79,74,10,#
2000-02-02,Candy,Mandy Moore,93,41,15,-,#
2000-02-02,The Quittin' Kind,Joe Diffie,94,93,90,6,#
2000-02-02,4; 5; 6,Sole Featuring JT Money & Kandi,95,87,21,15,https://charts-static.billboard.com/img/1999/09/sole-3xs-106x106.jpg
2000-02-02,Bug A Boo,Destiny's Child,96,96,33,20,#
2000-02-02,N 2 Gether Now,Limp Bizkit Featuring Method Man,97,90,73,10,#
2000-02-02,Don't Say You Love Me,M2M,98,98,21,12,#
2000-02-02,Still D.R.E.,Dr. Dre Featuring Snoop Dogg,99,93,5,-,https://charts-static.billboard.com/img/1999/09/dr-dre-gbs-stilldre-1pa-180x180.jpg
2000-02-02,She Thinks My Tractor's Sexy,Kenny Chesney,100,100,74,12,#
2000-02-09,I Knew I Loved You,Savage Garden,1,1,1,17,#
2000-02-09,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,2,22,2,10,#
2000-02-09,What A Girl Wants,Christina Aguilera,3,2,1,12,#
2000-02-09,Get It On Tonite,Montell Jordan,4,5,4,17,#
2000-02-09,Smooth,Santana Featuring Rob Thomas,5,3,1,29,#
2000-02-09,Back At One,Brian McKnight,6,4,2,25,https://charts-static.billboard.com/img/1999/08/brian-mcknight-uld-backatone-nl9-180x180.jpg
2000-02-09,All The Small Things,blink-182,7,15,7,11,https://charts-static.billboard.com/img/1999/08/blink-182-2pa-allthesmallthings-rny-180x180.jpg
2000-02-09,Bring It All To Me,Blaque,8,6,5,17,#
2000-02-09,Blue (Da Ba Dee),Eiffel 65,9,7,6,10,https://charts-static.billboard.com/img/1999/12/eiffel-65-zmu-bluedabadee-dn0-180x180.jpg
2000-02-09,That's The Way It Is,Celine Dion,10,9,8,14,#
2000-02-09,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS| EVE & Q-Tip",11,8,5,12,#
2000-02-09,Show Me The Meaning Of Being Lonely,Backstreet Boys,12,14,12,7,#
2000-02-09,Take A Picture,Filter,13,12,12,12,#
2000-02-09,I Need To Know,Marc Anthony,14,10,3,23,#
2000-02-09,Maria Maria,Santana Featuring The Product G&B,15,15,1,-,#
2000-02-09,Say My Name,Destiny's Child,16,16,13,8,https://charts-static.billboard.com/img/1999/11/destinys-child-xry-saymyname-dvd-180x180.jpg
2000-02-09,Then The Morning Comes,Smash Mouth,17,13,11,16,https://charts-static.billboard.com/img/1999/10/smash-mouth-0k0-thenthemorningcomes-949-180x180.jpg
2000-02-09,Amazed,Lonestar,18,17,14,28,#
2000-02-09,Bye Bye Bye,*NSYNC,19,20,19,3,https://charts-static.billboard.com/img/2000/01/n-sync-3cz-byebyebye-ab8-180x180.jpg
2000-02-09,My Love Is Your Love,Whitney Houston,20,11,4,24,#
2000-02-09,Breathe,Faith Hill,21,21,21,15,#
2000-02-09,Shake Your Bon-Bon,Ricky Martin,22,28,22,13,#
2000-02-09,It Feels So Good,Sonique,23,30,23,4,#
2000-02-09,Never Let You Go,Third Eye Blind,24,25,24,4,#
2000-02-09,He Can't Love U,Jagged Edge,25,18,15,10,#
2000-02-09,Untitled (How Does It Feel),D'Angelo,26,35,26,4,https://charts-static.billboard.com/img/2000/01/dangelo-5uf-untitledhowdoesitfeel-gd3-180x180.jpg
2000-02-09,Cowboy Take Me Away,Dixie Chicks,27,27,27,12,#
2000-02-09,Meet Virginia,Train,28,24,20,19,https://charts-static.billboard.com/img/1999/04/train-z35-106x106.jpg
2000-02-09,U Know What's Up,Donell Jones,29,23,7,21,#
2000-02-09,Learn To Fly,Foo Fighters,30,26,19,18,https://charts-static.billboard.com/img/1999/10/foo-fighters-a9c-learntofly-cn2-180x180.jpg
2000-02-09,I Wanna Love You Forever,Jessica Simpson,31,19,3,18,#
2000-02-09,I Wanna Know,Joe,32,33,32,7,#
2000-02-09,My Best Friend,Tim McGraw,33,29,29,12,#
2000-02-09,Falls Apart,Sugar Ray,34,40,34,5,#
2000-02-09,Thong Song,Sisqo,35,63,35,3,#
2000-02-09,Forgot About Dre,Dr. Dre Featuring Eminem,36,47,36,4,https://charts-static.billboard.com/img/1999/11/dr-dre-gbs-forgotaboutdre-5d2-180x180.jpg
2000-02-09,Back At One,Mark Wills,37,43,37,5,#
2000-02-09,Hanginaround,Counting Crows,38,32,28,15,#
2000-02-09,Smile,Lonestar,39,42,39,9,#
2000-02-09,Love Is Blind,Eve Featuring Faith Evans,40,46,40,6,#
2000-02-09,What Do You Say,Reba,41,34,31,16,#
2000-02-09,Sexual (Li Da Di),Amber,42,44,42,27,#
2000-02-09,Big Deal,LeAnn Rimes,43,31,23,18,#
2000-02-09,Black Balloon,Goo Goo Dolls,44,37,16,32,#
2000-02-09,One Night Stand,J-Shin Featuring LaTocha Scott,45,49,45,8,#
2000-02-09,Everything You Want,Vertical Horizon,46,53,46,4,#
2000-02-09,G'd Up,Snoop Dogg Presents Tha Eastsidaz,47,57,47,6,https://charts-static.billboard.com/img/1999/12/tha-eastsidaz-ypt-180x180.jpg
2000-02-09,Where My Girls At?,702,48,41,4,42,#
2000-02-09,Rhythm Divine,Enrique Iglesias,49,38,32,11,#
2000-02-09,Got To Get It,Sisqo Featuring Make It Hot,50,51,40,13,#
2000-02-09,I Don't Wanna,Aaliyah,51,62,51,3,#
2000-02-09,From The Bottom Of My Broken Heart,Britney Spears,52,59,52,3,#
2000-02-09,24/7,Kevon Edmonds,53,45,10,15,#
2000-02-09,The Best Day,George Strait,54,64,54,3,#
2000-02-09,None Of Ur Friends Business,Ginuwine,55,48,48,10,#
2000-02-09,Waiting For Tonight,Jennifer Lopez,56,36,8,18,https://charts-static.billboard.com/img/1999/09/jennifer-lopez-0nn-waitingfortonight-dra-180x180.jpg
2000-02-09,He Didn't Have To Be,Brad Paisley,57,52,30,17,#
2000-02-09,I Like It,Sammie,58,68,58,3,#
2000-02-09,How Do You Like Me Now?!,Toby Keith,59,72,59,3,https://charts-static.billboard.com/img/1999/11/toby-keith-r76-howdoyoulikemenowX-0d5-180x180.jpg
2000-02-09,No More Rain (In This Cloud),Angie Stone,60,56,56,8,https://charts-static.billboard.com/img/1999/09/angie-stone-zbz-nomoreraininthiscloud-u61-180x180.jpg
2000-02-09,Lessons Learned,Tracy Lawrence,61,73,61,3,#
2000-02-09,Girl On TV,LFO,62,39,10,13,#
2000-02-09,Dear Lie,TLC,63,63,1,-,#
2000-02-09,Got Your Money,Ol' Dirty Bastard Featuring Kelis,64,60,33,17,#
2000-02-09,Best Friend,Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,65,65,1,-,#
2000-02-09,The Great Beyond,R.E.M.,66,61,57,8,#
2000-02-09,What's My Name,DMX,67,69,67,5,https://charts-static.billboard.com/img/1999/12/dmx-kb0-whatsmyname-g57-180x180.jpg
2000-02-09,Dancin',Guy,68,58,19,9,#
2000-02-09,Love's The Only House,Martina McBride,69,79,69,2,#
2000-02-09,This Woman Needs,SHeDAISY,70,82,70,2,#
2000-02-09,Because You Love Me,Jo Dee Messina,71,78,71,3,#
2000-02-09,If You Love Me,Mint Condition,72,66,30,15,#
2000-02-09,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,73,54,35,11,https://charts-static.billboard.com/img/1999/10/ice-cube-ze3-youcandoit-azy-180x180.jpg
2000-02-09,Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,74,65,65,5,#
2000-02-09,Caught Out There,Kelis,75,67,54,11,#
2000-02-09,Put Your Hand In Mine,Tracy Byrd,76,77,76,3,#
2000-02-09,Smoke Rings In The Dark,Gary Allan,77,76,76,4,#
2000-02-09,Pop A Top,Alan Jackson,78,55,43,14,#
2000-02-09,Stay The Night,IMx,79,71,23,19,#
2000-02-09,Otherside,Red Hot Chili Peppers,80,80,1,-,#
2000-02-09,Angels,Robbie Williams,81,83,53,13,https://charts-static.billboard.com/img/1999/10/robbie-williams-m63-angels-vge-180x180.jpg
2000-02-09,Breathe And Stop,Q-Tip,82,81,71,4,#
2000-02-09,U Understand,Juvenile,83,85,83,2,#
2000-02-09,When I Said I Do,Clint Black,84,70,31,18,#
2000-02-09,Deep Inside,Mary J. Blige,85,75,63,14,#
2000-02-09,No Leaf Clover,Metallica,86,86,1,-,#
2000-02-09,Tricky; Tricky,Lou Bega,87,74,74,3,#
2000-02-09,The Best Man I Can Be,Ginuwine| R.L.| Tyrese| Case,88,84,83,6,#
2000-02-09,Re-arranged,Limp Bizkit,89,88,88,11,#
2000-02-09,Home To You,John Michael Montgomery,90,86,45,20,#
2000-02-09,Candy,Mandy Moore,91,93,41,16,#
2000-02-09,Guerrilla Radio,Rage Against The Machine,92,90,69,16,#
2000-02-09,The Chemicals Between Us,Bush,93,89,67,20,#
2000-02-09,4; 5; 6,Sole Featuring JT Money & Kandi,94,95,21,16,https://charts-static.billboard.com/img/1999/09/sole-3xs-106x106.jpg
2000-02-09,Tha Block Is Hot,Lil' Wayne Featuring Juvenile & B.G.,95,87,72,11,#
2000-02-09,N 2 Gether Now,Limp Bizkit Featuring Method Man,96,97,73,11,#
2000-02-09,L.A. Song,Beth Hart,97,91,90,12,#
2000-02-09,Live; Laugh; Love,Clay Walker,98,92,74,11,#
2000-02-09,Freakin' It,Will Smith,99,99,1,-,#
2000-02-09,Left; Right; Left,Drama,100,100,1,-,#
2000-02-16,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,1,2,1,11,#
2000-02-16,I Knew I Loved You,Savage Garden,2,1,1,18,#
2000-02-16,What A Girl Wants,Christina Aguilera,3,3,1,13,#
2000-02-16,Get It On Tonite,Montell Jordan,4,4,4,18,#
2000-02-16,Smooth,Santana Featuring Rob Thomas,5,5,1,30,#
2000-02-16,All The Small Things,blink-182,6,7,6,12,https://charts-static.billboard.com/img/1999/08/blink-182-2pa-allthesmallthings-rny-180x180.jpg
2000-02-16,Hot Boyz,"Missy ""Misdemeanor"" Elliott Featuring NAS| EVE & Q-Tip",7,11,5,13,#
2000-02-16,Maria Maria,Santana Featuring The Product G&B,8,15,8,2,#
2000-02-16,Bring It All To Me,Blaque,9,8,5,18,#
2000-02-16,Show Me The Meaning Of Being Lonely,Backstreet Boys,10,12,10,8,#
2000-02-16,That's The Way It Is,Celine Dion,11,10,8,15,#
2000-02-16,Back At One,Brian McKnight,12,6,2,26,https://charts-static.billboard.com/img/1999/08/brian-mcknight-uld-backatone-nl9-180x180.jpg
2000-02-16,Blue (Da Ba Dee),Eiffel 65,13,9,6,11,https://charts-static.billboard.com/img/1999/12/eiffel-65-zmu-bluedabadee-dn0-180x180.jpg
